Page Order,Semantic Name,Element Type,Logical Name,Playwright Best,Relative XPath,Absolute XPath,CSS Selector,ID Attribute,Name Attribute,Class Name,Coordinates,Dimension,Confidence Score
144,gear_up_to_get_fit_equipment,Link,Equipment - Gear up to get fit,await page.getByLabel('Equipment'),"//div[@id='CardInstancenT31UOMz4dl6rVo0PrnoLA']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[11]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstancenT31UOMz4dl6rVo0PrnoLA > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(974.5, 3152.140625)",147.25 × 115.84375,95
145,gear_up_to_get_fit_deals,Link,Deals - Gear up to get fit,await page.getByLabel('Deals'),"//div[@id='CardInstancenT31UOMz4dl6rVo0PrnoLA']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[11]/div[1]/div[2]/div[2]/div[2]/a[1],div#CardInstancenT31UOMz4dl6rVo0PrnoLA > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1137.25, 3152.140625)",147.25 × 115.84375,95
146,level_up_your_gaming_playstation,Link,PlayStation - Level up your gaming,await page.getByLabel('PlayStation'),"//div[@id='CardInstance57Z3TamNWCHn0winOkHCUw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstance57Z3TamNWCHn0winOkHCUw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1344.5, 3152.140625)",147.25 × 115.84375,95
147,level_up_your_gaming_nintendo_switch,Link,Nintendo Switch - Level up your gaming,await page.getByLabel('Nintendo Switch'),"//div[@id='CardInstance57Z3TamNWCHn0winOkHCUw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[12]/div[1]/div[2]/div[2]/div[2]/a[1],div#CardInstance57Z3TamNWCHn0winOkHCUw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1507.25, 3152.140625)",147.25 × 115.84375,95
148,discover_more_discover_more_a_order_147,Link,"Discover more
Discover more - Level up your PC here",await page.getByLabel('Level up your PC here - Discover more'),"//div[@id='CardInstanceXMT3xpH65wTvNa3n0hjmpQ']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[9]/div[1]/div[3]/a[1],div#CardInstanceXMT3xpH65wTvNa3n0hjmpQ > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(234.5, 3318.109375)",310 × 16.890625,95
149,level_up_your_beauty_routine_see_more_see_more,Link,"See more
See more - Level up your beauty routine",await page.getByLabel('Level up your beauty routine - See more'),"//div[@id='CardInstancel6GzNx7QO7p2-QzmCjSutw']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[10]/div[1]/div[3]/a[1],div#CardInstancel6GzNx7QO7p2-QzmCjSutw > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(604.5, 3318.109375)",310 × 16.890625,95
150,discover_more_discover_more_a_order_149,Link,"Discover more
Discover more - Gear up to get fit",await page.getByLabel('Gear up to get fit - Discover more'),"//div[@id='CardInstancenT31UOMz4dl6rVo0PrnoLA']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[11]/div[1]/div[3]/a[1],div#CardInstancenT31UOMz4dl6rVo0PrnoLA > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(974.5, 3318.109375)",310 × 16.890625,95
151,shop_the_latest_in_gaming_shop_the_lates,Link,"Shop the latest in gaming
Shop the latest in gaming - Level up your gaming",await page.getByLabel('Level up your gaming - Shop the latest in gaming'),"//div[@id='CardInstance57Z3TamNWCHn0winOkHCUw']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[12]/div[1]/div[3]/a[1],div#CardInstance57Z3TamNWCHn0winOkHCUw > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(1344.5, 3318.109375)",310 × 16.890625,95
152,best_sellers_in_beauty_personal_care_h2,Interactive Element,Best Sellers in Beauty & Personal Care,await page.getByText('Best Sellers in Beauty & Personal Care'),"//div[@id='CardInstancejNS_6rW9pp2dsixFyrWWOA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section as-title-block')][1]/h2[contains(@class, 'as-title-block-left')][1]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[13]/div[1]/div[1]/div[1]/h2[1],div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section as-title-block > h2.as-title-block-left,,,as-title-block-left,"(234.5, 3395)",388.671875 × 31.5,85
153,medicube_toner_pads_zero_pore_pad_2_0_du,Link,Unknown Context,await page.locator('div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancejNS_6rW9pp2dsixFyrWWOA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][1]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[13]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[1]/span[1]/a[1],div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card > span.a-list-item > a.a-link-normal,,,a-link-normal,"(239.5, 3522.875)",187 × 15,80
154,eos_shea_better_body_lotion_vanilla_cash,Link,Unknown Context,await page.locator('div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(2) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancejNS_6rW9pp2dsixFyrWWOA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][2]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[13]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[2]/span[1]/a[1],div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(2) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(456.5, 3522.875)",105 × 15,80
155,mighty_patch_original_patch_from_hero_co,Link,Unknown Context,await page.locator('div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(3) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancejNS_6rW9pp2dsixFyrWWOA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][3]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[13]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[3]/span[1]/a[1],div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(3) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(591.5, 3522.875)",161 × 15,80
156,amazon_basics_double_tipped_cotton_swabs,Link,Unknown Context,await page.locator('div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(4) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancejNS_6rW9pp2dsixFyrWWOA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][4]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[13]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[4]/span[1]/a[1],div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(4) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(783.5, 3522.875)",103 × 15,80
157,neutrogena_makeup_remover_wipes_micellar,Link,Unknown Context,await page.locator('div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(5) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancejNS_6rW9pp2dsixFyrWWOA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][5]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[13]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[5]/span[1]/a[1],div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(5) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(917.5, 3522.875)",196 × 15,80
158,biodance_bio_collagen_real_deep_mask_hyd,Link,Unknown Context,await page.locator('div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(6) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancejNS_6rW9pp2dsixFyrWWOA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][6]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[13]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[6]/span[1]/a[1],div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(6) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1123.5, 3522.875)",194 × 15,80
159,clean_skin_club_clean_towels_xl_100_usda,Link,Unknown Context,await page.locator('div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(7) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancejNS_6rW9pp2dsixFyrWWOA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][7]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[13]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[7]/span[1]/a[1],div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(7) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1327.5, 3522.875)",167 × 15,80
160,amazon_basics_gentle_mild_clear_liquid_h,Link,Unknown Context,await page.locator('div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(8) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancejNS_6rW9pp2dsixFyrWWOA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][8]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[13]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[8]/span[1]/a[1],div#CardInstancejNS_6rW9pp2dsixFyrWWOA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(8) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1523, 3522.875)",108 × 15,80
161,best_sellers_in_kitchen_dining_h2,Interactive Element,Best Sellers in Kitchen & Dining,await page.getByText('Best Sellers in Kitchen & Dining'),"//div[@id='CardInstancem18jlvgqzlHYlphAcpbx3w']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section as-title-block')][1]/h2[contains(@class, 'as-title-block-left')][1]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[14]/div[1]/div[1]/div[1]/h2[1],div#CardInstancem18jlvgqzlHYlphAcpbx3w > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section as-title-block > h2.as-title-block-left,,,as-title-block-left,"(234.5, 3696.5)",319.734375 × 31.5,85
162,bounty_quick_size_paper_towels_white_8_f,Link,Unknown Context,await page.locator('div#CardInstancem18jlvgqzlHYlphAcpbx3w > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancem18jlvgqzlHYlphAcpbx3w']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][1]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[14]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[1]/span[1]/a[1],div#CardInstancem18jlvgqzlHYlphAcpbx3w > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card > span.a-list-item > a.a-link-normal,,,a-link-normal,"(239.5, 3824.375)",199 × 15,80
